,化学,历史,地理,姓名,学号,性别,数学,物理,班级,生物,英语,语文,手机
4471,89,90,71,温动生,104471,1,66,88,52,79,69,74,14091315862
4472,73,83,75,钟中丽,104472,1,61,67,53,86,83,73,13814288389
4473,71,87,94,周文员,104473,0,58,99,54,77,98,92,13629634079
4474,96,86,91,庄并美,104474,1,59,72,55,98,88,80,13512284006
4475,59,86,92,陆形可,104475,1,94,100,56,76,71,95,13890399019
4476,89,94,95,金灵来,104476,1,55,95,57,73,71,88,13760777124
4477,91,81,94,许各可,104477,1,72,84,58,97,62,91,14061077708
4478,79,79,81,谢想涵,104478,1,92,74,59,97,76,87,13739466183
4479,72,83,88,牛点及,104479,1,66,87,60,88,67,84,13152308894
4480,76,86,85,洪展花,104480,1,99,78,61,94,90,81,13232644882
4481,73,83,85,熊琳玉,104481,1,81,86,62,99,67,67,13630366149
4482,86,79,89,韩晗小,104482,0,89,84,63,88,68,91,13046131884
4483,96,79,84,齐美不,104483,1,80,74,64,97,92,91,13469454300
4484,63,89,92,邱社利,104484,0,56,71,65,69,96,75,13298423267
4485,60,81,80,周作定,104485,0,75,62,1,89,88,82,14091806841
4486,93,85,89,铁起表,104486,1,88,65,2,76,59,71,13515191625
4487,99,92,77,常明义,104487,1,56,59,3,84,96,78,13351024026
4488,91,95,73,韩同多,104488,1,84,85,4,96,68,91,13742146918
4489,86,91,83,齐得军,104489,0,90,56,5,83,89,90,13274496523
4490,95,75,94,高梦动,104490,1,77,74,6,72,76,89,13636453770
4491,76,87,87,陈上式,104491,1,99,98,7,77,73,68,13224171892
4492,98,86,78,田动法,104492,0,93,73,8,87,79,94,13536409913
4493,61,91,70,任象同,104493,0,70,98,9,97,80,73,13296903867
4494,60,82,98,莫政比,104494,0,53,75,10,86,69,65,13722919834
4495,57,79,99,乔建展,104495,0,76,100,11,96,87,69,13798451647
4496,93,82,87,文美好,104496,1,70,77,12,66,83,77,13176238370
4497,58,75,71,曾大珍,104497,1,64,98,13,76,63,74,13532768653
4498,72,93,76,顾起灵,104498,0,92,65,14,73,83,92,13282877111
4499,95,89,74,谭莹比,104499,0,46,61,15,71,90,90,13540662132
4500,70,75,93,尹可长,104500,0,93,92,16,68,95,92,13139025434
4501,68,95,75,毛理年,104501,0,55,63,17,78,71,84,13731418161
4502,57,91,82,马是悦,104502,0,84,96,18,84,67,72,13561687535
4503,70,95,82,田变悦,104503,0,92,67,19,84,80,86,13131355336
4504,67,92,93,邱可好,104504,1,56,99,20,94,68,88,13935423261
4505,73,78,100,熊时平,104505,0,47,85,21,84,71,93,13130807301
4506,85,93,81,铁因变,104506,1,100,68,22,92,81,82,13527258636
4507,92,78,97,铁方形,104507,1,87,85,23,66,79,80,13323353633
4508,74,86,70,曹起晗,104508,1,94,87,24,76,84,83,13959262070
4509,57,90,76,施在悦,104509,1,64,61,25,67,87,94,13347944045
4510,68,92,81,董军质,104510,0,97,82,26,87,68,92,14050862499
4511,88,88,81,安式好,104511,1,99,79,27,79,70,79,13165576506
4512,59,86,84,蓝所艺,104512,0,46,68,28,74,75,76,13076514333
4513,60,87,83,聂多大,104513,1,87,91,29,81,65,86,13357865058
4514,90,75,92,牛文彤,104514,0,69,88,30,100,91,83,13230436129
4515,75,84,91,牛生中,104515,0,59,90,31,88,70,76,13913066177
4516,91,81,77,蓝通发,104516,0,73,54,32,81,98,83,13993204484
4517,64,78,84,葛公晗,104517,1,90,98,33,94,67,80,13824817825
4518,79,84,86,齐晴得,104518,0,57,53,34,85,67,92,13862763243
4519,94,75,76,申义理,104519,1,99,63,35,92,87,88,13766231424
4520,89,93,82,莫方上,104520,0,80,50,36,79,96,90,13994351976
4521,99,89,72,丁民志,104521,0,94,89,37,69,72,87,13246584710
4522,90,82,73,史学正,104522,0,93,61,38,79,79,70,13315519446
4523,68,88,70,张合有,104523,0,46,55,39,78,79,65,13593746798
4524,86,80,71,尹式志,104524,0,73,88,40,94,85,78,13163938091
4525,93,94,99,李有雪,104525,0,84,77,41,93,97,71,13036293770
4526,96,89,94,魏全经,104526,0,85,91,42,100,66,93,13328773988
4527,100,92,78,钱运时,104527,1,83,89,43,85,88,94,13557749829
4528,88,76,88,汤然中,104528,0,64,66,44,91,86,93,13087992802
4529,82,95,99,谭本文,104529,0,66,83,45,72,87,87,13495672061
4530,66,91,83,王莹琳,104530,0,54,61,46,93,84,83,13746816717
4531,76,82,87,易展形,104531,1,97,93,47,78,90,91,13514759506
4532,56,82,76,徐倩员,104532,0,64,87,48,87,64,84,13629837912
4533,66,93,96,贾全瑶,104533,0,88,78,49,99,59,68,13133823147
4534,90,76,76,韦能平,104534,0,58,85,50,94,80,67,13956308120
4535,61,86,71,牛多及,104535,0,72,74,51,79,77,95,13450848731
4536,93,95,74,阳用公,104536,0,62,52,52,68,85,95,13048314894
4537,69,76,87,蒋所行,104537,1,99,54,53,81,65,74,13690782291
4538,85,76,77,魏彤大,104538,1,89,96,54,68,72,76,13993219289
4539,57,75,85,曾得平,104539,1,60,56,55,85,85,82,13815952350
4540,77,80,87,蒋雪依,104540,1,87,83,56,82,84,70,13795237623
4541,94,93,100,龙社展,104541,0,73,75,57,95,66,91,13088834636
4542,63,84,70,侯发黻,104542,0,72,65,58,92,60,75,13859235173
4543,99,84,85,丁公员,104543,1,52,91,59,99,81,65,13297683846
4544,81,78,93,叶瑶瑶,104544,0,68,46,60,77,80,91,13572337014
4545,84,91,93,夏式形,104545,1,71,77,61,80,69,73,13225892181
4546,71,87,90,姜北小,104546,0,100,75,62,94,77,77,13755779390
4547,87,85,76,严分起,104547,0,47,55,63,91,83,84,13958336939
4548,60,95,86,韩全全,104548,0,78,66,64,86,89,89,13798121895
4549,93,75,100,曹电革,104549,0,46,77,65,85,69,70,13171647515
4550,68,89,78,汤乐业,104550,1,49,100,1,80,94,84,13612077770
4551,69,93,95,蓝重可,104551,0,78,50,2,92,68,67,13216927464
4552,66,76,89,许长丽,104552,1,87,49,3,82,91,78,13080683361
4553,64,89,99,施多间,104553,1,59,86,4,72,74,71,13971287805
4554,86,79,98,文本政,104554,1,74,47,5,92,79,88,13632692091
4555,63,75,76,史法用,104555,0,85,54,6,85,98,91,13133013426
4556,96,76,77,邢理晗,104556,1,63,97,7,100,95,90,13298407154
4557,79,81,84,徐正形,104557,1,65,84,8,66,88,66,13190465426
4558,92,85,84,俞部合,104558,1,57,68,9,95,97,87,13787137059
4559,82,90,97,薛电义,104559,1,85,76,10,67,64,95,13818607993
4560,96,85,72,潘美倩,104560,1,62,77,11,97,68,81,13237344891
4561,65,89,91,章长时,104561,0,72,50,12,67,64,74,13666251447
4562,72,84,97,熊同正,104562,0,47,61,13,69,64,79,13198948508
4563,57,93,81,洪革希,104563,1,89,53,14,79,89,86,13557367409
4564,89,89,92,王涵电,104564,0,92,91,15,96,90,89,13511179153
4565,97,93,95,韩月发,104565,1,77,77,16,76,82,88,13042597212
4566,90,90,89,高革方,104566,0,80,76,17,73,69,72,13367644866
4567,87,77,95,曹茜间,104567,0,60,55,18,80,87,73,13439636358
4568,76,92,72,谢花用,104568,0,80,71,19,84,64,68,13894205175
4569,81,84,96,汤地琳,104569,1,85,75,20,78,82,80,13925835068
4570,88,95,82,庞员果,104570,0,89,65,21,84,74,75,13649775934
4571,66,86,98,宋成玉,104571,1,58,48,22,96,96,73,13758045929
4572,57,81,97,吴艺瑶,104572,0,64,45,23,89,95,73,13820385672
4573,100,94,70,顾关革,104573,0,65,74,24,66,84,67,13237022633
4574,78,87,97,贾社一,104574,0,88,78,25,66,79,95,13268292452
4575,62,80,78,洪表志,104575,1,95,89,26,100,82,93,13229566015
4576,92,75,99,姜业希,104576,0,67,93,27,92,95,74,14067685323
4577,60,85,81,史比平,104577,1,55,80,28,99,75,70,13810728352
4578,88,95,76,叶社艺,104578,1,99,63,29,89,86,66,13648469219
4579,92,94,93,陆沫立,104579,0,67,61,30,79,68,82,13565038767
4580,93,95,82,姜质黻,104580,1,63,45,31,84,86,68,13125183500
4581,86,85,70,常在电,104581,1,90,76,32,74,64,86,13430886259
4582,74,92,100,黄心起,104582,1,80,91,33,71,91,92,13782083903
4583,64,75,87,邱能气,104583,1,86,77,34,96,63,75,13762955298
4584,61,86,99,铁彤义,104584,1,78,73,35,66,60,71,13758423438
4585,90,93,77,高美丽,104585,1,58,88,36,84,59,73,13898384415
4586,95,84,97,吴表晗,104586,1,62,63,37,65,82,67,13241795038
4587,70,95,94,何来社,104587,0,75,70,38,77,78,91,13340445492
4588,71,91,89,魏相蕊,104588,0,88,94,39,77,78,81,14085597410
4589,57,78,94,阳时质,104589,1,48,94,40,90,78,92,13148449108
4590,87,85,80,聂是珍,104590,1,85,65,41,68,77,89,13248718859
4591,97,89,94,孙关子,104591,1,50,66,42,85,96,86,13141809287
4592,78,82,79,徐和一,104592,0,59,81,43,91,92,73,13534767936
4593,69,83,95,徐来丽,104593,1,77,100,44,94,74,84,13423454966
4594,94,76,80,潘北象,104594,1,59,56,45,97,96,69,13523189911
4595,79,88,75,田于悦,104595,0,82,53,46,94,60,72,13047844094
4596,98,91,74,温公黻,104596,0,87,92,47,83,97,91,13080657717
4597,66,95,93,秦彤依,104597,1,73,55,48,95,72,88,13223579045
4598,86,89,89,金文同,104598,1,83,97,49,96,86,67,13729582550
4599,65,85,85,陈倩实,104599,1,61,57,50,80,72,90,13030761766
4600,93,82,73,叶原因,104600,0,51,73,51,71,85,89,13928354883
4601,99,83,75,葛工然,104601,0,53,55,52,91,95,90,13437337420
4602,60,84,72,林琳有,104602,0,73,79,53,94,66,79,13012298911
4603,57,83,76,白晗公,104603,0,99,99,54,86,69,78,13223671698
4604,68,84,97,杜机政,104604,1,54,62,55,70,81,79,13677391828
4605,71,95,98,魏于珍,104605,1,53,60,56,72,63,83,13042273832
4606,82,85,95,宋倩黻,104606,1,58,83,57,83,77,71,13835383001
4607,83,94,81,刘动有,104607,0,77,79,58,87,79,71,13722464516
4608,60,78,78,曾月梅,104608,0,73,85,59,67,71,88,14075059271
4609,97,93,84,钱方样,104609,0,56,92,60,75,80,93,13840719197
4610,60,87,75,宋点莹,104610,0,86,73,61,68,85,94,13950708666
4611,72,95,94,韩可了,104611,0,62,84,62,73,75,78,13679259614
4612,61,88,74,杜业果,104612,1,72,45,63,72,83,69,13554499404
4613,97,76,82,洪经立,104613,1,76,94,64,90,77,88,13882934694
4614,76,92,91,俞立蕊,104614,1,100,71,65,97,92,76,13862611159
4615,65,93,96,沈所年,104615,0,63,50,1,100,64,87,13984253811
4616,66,84,86,许中经,104616,1,75,73,2,94,82,83,13754886732
4617,60,78,91,朱莹方,104617,1,60,62,3,90,97,65,13593368270
4618,89,95,75,陈运多,104618,0,57,47,4,68,81,91,13562354014
4619,58,83,75,常中有,104619,0,85,93,5,66,63,95,13856972108
4620,57,89,92,何变珍,104620,1,100,91,6,66,66,86,13681853596
4621,78,90,95,方实地,104621,1,100,68,7,78,72,76,13354683132
4622,92,83,80,邵在军,104622,0,63,87,8,82,69,77,13322828677
4623,56,92,83,雷是利,104623,0,98,69,9,96,65,78,13470648291
4624,61,92,98,施不电,104624,1,53,67,10,88,97,93,13729042403
4625,77,90,96,孔得果,104625,0,82,86,11,94,76,86,13752342783
4626,98,81,94,温军全,104626,1,48,51,12,84,69,72,13586845152
4627,85,84,72,岳点在,104627,0,91,63,13,75,89,78,13675199815
4628,95,79,75,陈作玉,104628,0,65,70,14,95,59,85,14027992569
4629,75,86,70,钟涵关,104629,1,51,81,15,94,66,67,13265887303
4630,99,86,99,贾定本,104630,0,74,100,16,94,98,92,13241723388
4631,78,84,95,罗同起,104631,1,86,55,17,73,59,85,13648536034
4632,61,86,98,毛好行,104632,0,88,56,18,100,92,69,13742012250
4633,91,95,70,张比各,104633,0,78,69,19,93,71,75,13797736621
4634,69,93,77,郭悦新,104634,1,71,50,20,76,67,88,13894244747
4635,100,80,75,邵为学,104635,0,56,54,21,86,76,84,13092004887
4636,79,94,81,阳一比,104636,0,89,98,22,94,98,91,13873397574
4637,83,75,74,姜大一,104637,1,47,92,23,95,70,91,13297231102
4638,58,78,92,向明新,104638,1,66,94,24,74,66,79,14041509285
4639,67,81,89,许梅新,104639,0,52,86,25,71,66,91,13144983143
4640,96,84,71,潘发作,104640,0,91,88,26,66,73,77,13811441952
4641,55,75,93,贺及丽,104641,1,50,83,27,75,62,83,13616703505
4642,55,85,83,高利一,104642,1,59,59,28,72,59,93,13946796285
4643,58,86,98,岳美晴,104643,0,85,98,29,71,82,72,13080019920
4644,83,93,86,郭运中,104644,1,59,50,30,65,75,87,13020976536
4645,67,93,92,罗表月,104645,1,47,95,31,94,63,76,13347543781
4646,99,81,87,向同工,104646,1,65,92,32,70,85,88,13223529335
4647,95,76,89,韩有珍,104647,1,73,64,33,68,91,67,13917692810
4648,69,81,76,汪气涵,104648,0,80,71,34,71,74,90,13193899865
4649,95,90,100,江军法,104649,1,57,83,35,69,73,86,13038558614
4650,69,90,82,齐通琳,104650,1,65,76,36,84,66,85,13044746807
4651,83,83,76,萧气依,104651,0,71,56,37,95,77,79,13829484195
4652,58,94,87,易梦意,104652,1,52,58,38,67,93,79,13098274761
4653,77,89,87,宋年形,104653,0,64,82,39,95,92,82,13937309551
4654,98,88,96,郭作平,104654,0,65,53,40,81,97,66,14067324136
4655,80,78,96,李得动,104655,1,59,57,41,79,66,95,13967054155
4656,62,84,83,牛有发,104656,0,100,57,42,70,96,74,13782304546
4657,84,89,93,颜心长,104657,1,65,86,43,84,68,80,13463093425
4658,75,90,100,马义黻,104658,0,71,70,44,86,66,84,13747362257
4659,74,94,89,孔变美,104659,0,65,80,45,95,91,78,13733314343
4660,89,78,74,胡丽好,104660,1,47,93,46,77,64,82,13398132304
4661,88,75,77,傅志美,104661,0,52,93,47,83,84,68,14030066698
4662,55,86,73,何于玉,104662,0,64,97,48,76,93,77,13810026298
4663,85,88,79,聂年作,104663,1,58,78,49,83,91,86,13710347710
4664,87,80,79,沈正了,104664,1,75,55,50,71,65,69,13795133174
4665,58,85,82,邢同琳,104665,1,48,59,51,89,86,90,13019087682
4666,74,87,85,赵希地,104666,0,67,57,52,70,93,89,13872881739
4667,84,78,84,傅子蕊,104667,1,98,94,53,86,89,76,13345304638
4668,74,92,99,萧长子,104668,0,93,65,54,85,77,91,13273767696
4669,74,79,80,牛梦运,104669,0,52,51,55,93,62,95,13651494361
4670,56,84,81,蒋好发,104670,1,97,60,56,80,91,92,13285782794
4671,100,81,95,葛员珍,104671,0,59,92,57,96,67,81,13947326203
4672,85,90,88,刘分彤,104672,1,72,62,58,71,66,68,13670787464
4673,100,75,71,万因意,104673,1,73,89,59,88,75,74,13360992245
4674,76,90,95,郑中分,104674,0,81,81,60,83,68,80,13226049442
4675,98,83,93,薛月沫,104675,1,90,55,61,98,98,87,13863178160
4676,99,87,85,洪花各,104676,1,50,70,62,70,71,89,13210052959
4677,60,81,75,田多好,104677,0,63,88,63,97,76,66,13111398982
4678,63,76,90,高北并,104678,1,46,99,64,83,93,70,13016476839
4679,76,78,94,王比重,104679,0,62,56,65,75,78,94,13790948008
4680,71,85,88,周晴来,104680,1,84,64,1,89,61,66,13920836972
4681,56,90,91,章琳进,104681,1,74,85,2,80,65,89,13292817782
4682,91,90,72,孙气民,104682,0,60,62,3,90,62,91,13276121948
4683,99,85,96,钟艺不,104683,0,80,93,4,92,93,83,13616418250
4684,57,85,72,邵乐蕊,104684,1,63,92,5,83,82,93,13366122395
4685,90,81,73,江那因,104685,0,70,57,6,96,86,78,13949954311
4686,56,88,94,白成一,104686,0,67,74,7,95,96,94,13355404660
4687,89,77,99,段展年,104687,1,93,91,8,94,98,87,13657328477
4688,73,92,93,熊重可,104688,1,85,84,9,94,83,65,13785753034
4689,62,77,88,樊比义,104689,0,52,62,10,86,84,68,13877322164
4690,71,90,72,宋分方,104690,0,81,48,11,88,82,76,13494253993
4691,82,82,79,谢并灵,104691,1,58,100,12,93,67,82,13227293553
4692,63,79,99,莫业心,104692,1,53,76,13,95,71,80,13641096649
4693,91,88,91,黄治珍,104693,1,50,55,14,75,70,84,13360892521
4694,77,87,85,区平间,104694,0,69,55,15,71,67,69,13592713273
4695,78,80,72,钱和工,104695,0,47,58,16,77,93,91,13085032508
4696,62,77,86,常正涵,104696,0,96,98,17,97,82,74,13644815181
4697,92,80,88,钱玉晗,104697,0,65,64,18,75,61,79,13641379314
4698,74,94,81,贾因式,104698,0,53,83,19,93,95,89,14036419624
4699,59,87,100,韩志象,104699,1,81,49,20,81,91,84,13965949624
4700,55,86,73,夏长重,104700,1,90,85,21,79,74,73,13079186237
4701,72,95,95,马质艺,104701,0,82,78,22,71,95,85,13578291845
4702,63,87,71,徐个时,104702,1,58,73,23,73,78,75,13483383629
4703,57,77,90,任及志,104703,1,96,79,24,84,70,76,13892085945
4704,59,77,84,许分合,104704,0,95,87,25,98,64,86,14080541855
4705,84,82,90,安民同,104705,0,48,75,26,65,81,68,14040985870
4706,63,80,71,易雪可,104706,0,62,56,27,97,60,83,13632391083
4707,60,88,99,汤重道,104707,1,88,70,28,78,61,70,13558829235
4708,74,88,78,段乐文,104708,1,100,72,29,87,98,80,13254872880
4709,86,94,91,韦通作,104709,1,71,82,30,71,72,79,13733971056
4710,74,89,80,程那多,104710,1,94,92,31,66,64,83,13283864163
4711,89,85,73,姜好运,104711,0,90,52,32,71,72,65,14050249958
4712,59,80,81,梁运珍,104712,0,54,70,33,76,78,95,13887445136
4713,93,94,78,许部来,104713,1,81,66,34,90,68,71,13498794007
4714,74,89,95,李业莹,104714,0,72,88,35,82,93,92,13282294919
4715,58,94,81,钟月比,104715,0,70,83,36,87,61,83,13034844623
4716,93,77,74,宋革乐,104716,1,99,89,37,87,64,68,13596218474
4717,84,92,95,贾不于,104717,1,65,66,38,69,62,66,13916618096
4718,87,78,92,刘月本,104718,1,89,48,39,66,78,87,13983452422
4719,76,78,98,许起象,104719,1,75,47,40,89,86,67,14012367357
4720,71,95,79,罗建发,104720,1,69,89,41,93,68,68,13681605547
4721,83,78,97,潘实为,104721,1,99,53,42,66,67,65,13399206070
4722,62,84,82,庞成黻,104722,1,66,58,43,93,61,67,13360081546
4723,75,88,100,蒋平中,104723,1,76,61,44,94,79,69,13070182650
4724,89,77,72,莫气倩,104724,1,82,99,45,96,92,90,13672009769
4725,76,91,88,林时彤,104725,1,59,66,46,82,93,87,13129841702
4726,74,90,88,莫所然,104726,1,60,98,47,99,74,88,13618059289
4727,64,82,86,侯实部,104727,1,84,89,48,78,66,93,13283356500
4728,57,90,79,苏珍合,104728,0,70,87,49,86,66,66,13195776368
4729,97,82,99,袁悦气,104729,0,99,87,50,66,64,92,13771147223
4730,86,90,79,程道一,104730,0,50,95,51,87,62,68,13028983544
4731,74,88,79,章地机,104731,0,50,60,52,100,97,77,14090411883
4732,66,82,98,俞想沫,104732,0,98,50,53,68,94,72,13474164724
4733,99,87,78,林艺义,104733,1,94,63,54,67,84,85,13399402613
4734,83,81,91,颜晗上,104734,1,73,81,55,96,87,78,13539022446
4735,59,94,97,胡在悦,104735,0,75,68,56,83,96,88,14022249654
4736,62,85,100,蓝文黻,104736,1,100,91,57,92,65,79,13155224085
4737,83,87,99,毛运不,104737,0,59,71,58,84,68,67,13574005796
4738,92,94,83,梁好于,104738,0,88,84,59,82,85,83,13481812284
4739,70,94,74,陆革灵,104739,0,76,64,60,96,81,68,14084079732
4740,63,82,86,严沫学,104740,1,99,91,61,73,86,83,13269773695
4741,78,78,75,江民晴,104741,1,82,99,62,76,60,72,13519173019
4742,72,79,88,李悦珍,104742,1,72,96,63,78,59,92,13351537430
4743,94,89,90,庄公意,104743,0,48,59,64,67,89,86,13584124286
4744,88,80,91,任本丽,104744,0,64,100,65,97,84,80,14090394064
4745,94,86,85,谢形瑶,104745,0,79,74,1,98,81,73,13850886632
4746,87,80,92,樊各悦,104746,0,52,60,2,84,74,69,13887404245
4747,80,75,91,蓝于民,104747,0,63,72,3,99,75,93,13894138172
4748,72,84,83,刘样运,104748,1,74,51,4,98,66,82,13022611376
4749,97,95,97,庞然珍,104749,0,88,68,5,73,71,68,13420726712
4750,62,84,74,熊一想,104750,0,97,94,6,70,83,73,13112439343
4751,66,76,92,刘动依,104751,1,63,84,7,67,69,81,13860602001
4752,70,79,88,高电立,104752,1,75,99,8,68,62,93,13755778087
4753,74,93,86,金正业,104753,1,73,67,9,79,89,83,13272326125
4754,96,85,91,文子建,104754,0,97,92,10,86,73,71,13729696704
4755,90,94,73,方依表,104755,0,73,72,11,89,96,91,13264136948
4756,59,87,73,程梦民,104756,0,75,72,12,96,62,94,13558382717
4757,97,79,70,周利实,104757,0,99,48,13,98,74,79,13216987960
4758,62,75,81,陈方来,104758,1,85,90,14,85,74,78,13832291502
4759,99,90,78,谢在时,104759,0,64,94,15,93,81,84,13396444754
4760,81,84,92,郭花机,104760,0,49,100,16,85,80,74,13356451093
4761,71,92,85,姜进义,104761,1,74,80,17,84,60,90,13565136893
4762,79,87,96,龙分为,104762,0,58,58,18,85,77,95,13894683663
4763,72,95,72,程涵为,104763,1,97,79,19,97,64,92,13494393975
4764,90,93,97,何立全,104764,1,68,55,20,76,90,69,13519461413
4765,71,90,89,蓝员意,104765,0,88,99,21,100,89,66,13335912399
4766,64,89,100,宋晗中,104766,0,65,94,22,69,68,72,14080788440
4767,64,90,77,施立年,104767,0,99,97,23,97,75,88,13593568510
4768,81,77,94,邵作一,104768,1,77,61,24,72,66,71,13889697983
4769,68,77,77,叶本各,104769,0,48,66,25,83,83,65,13177848930
4770,76,82,80,郑起变,104770,0,67,67,26,94,73,84,13276719064
4771,67,83,78,蓝果形,104771,0,92,82,27,99,96,87,13957045306
4772,64,95,96,尹用成,104772,0,97,77,28,84,78,85,13596356901
4773,65,92,97,雷月成,104773,0,60,100,29,70,68,93,13924585570
4774,66,87,81,汤明学,104774,0,93,68,30,77,60,75,13724471183
4775,86,80,78,胡意小,104775,0,97,86,31,93,60,74,13478495455
4776,90,89,74,林明展,104776,1,69,96,32,85,75,70,13226857303
4777,81,91,96,郑能道,104777,0,75,96,33,98,65,66,13889255283
4778,58,79,88,曹正法,104778,1,75,82,34,79,60,81,13630368042
4779,90,82,96,秦动丽,104779,0,78,64,35,83,89,82,13896884506
4780,95,82,87,赫文雪,104780,1,72,49,36,84,89,75,13191482740
4781,80,79,90,刘梅利,104781,1,64,86,37,86,94,92,13784445867
4782,94,88,83,铁雪同,104782,0,94,50,38,88,72,83,13580741755
4783,74,93,97,杜心关,104783,1,56,93,39,70,59,94,13485601421
4784,88,75,100,阳新来,104784,0,53,54,40,86,73,95,13259698878
4785,76,76,97,侯不作,104785,0,89,87,41,95,93,93,13322825858
4786,58,82,100,刘珍丽,104786,1,69,76,42,69,73,80,13983498029
4787,68,76,90,曹成质,104787,1,56,97,43,68,98,77,13883937372
4788,96,91,74,方黻变,104788,1,82,90,44,87,93,70,13761393650
4789,89,77,90,金动点,104789,1,57,61,45,95,64,68,13325134827
4790,58,95,98,庞果立,104790,1,48,86,46,93,66,80,13977449756
4791,64,93,91,章革政,104791,1,47,66,47,83,93,89,13370223435
4792,58,94,98,任展生,104792,1,64,49,48,97,97,70,13810071885
4793,60,85,92,汪根新,104793,0,52,62,49,84,61,70,13154252413
4794,66,79,77,孟利平,104794,1,95,80,50,99,88,70,13423773141
4795,85,95,86,安发工,104795,1,63,59,51,65,72,91,13364905740
4796,93,88,71,段样子,104796,0,90,94,52,75,81,84,13851446276
4797,83,87,96,叶义利,104797,1,49,89,53,89,63,73,13574428690
4798,91,85,88,施丽黻,104798,0,46,67,54,87,68,90,13667753312
4799,100,82,75,龙关作,104799,0,87,71,55,84,74,78,13419072083
4800,69,89,85,金发能,104800,1,84,69,56,87,75,90,13299893803
4801,65,92,92,史道建,104801,1,80,96,57,70,79,92,14053161905
4802,57,80,84,姜社理,104802,0,83,57,58,95,78,71,14090927224
4803,80,93,96,申在根,104803,0,97,79,59,65,63,81,13184362120
4804,60,87,79,叶运建,104804,1,51,66,60,70,67,74,13612537303
4805,71,80,89,崔行艺,104805,1,68,72,61,68,72,68,13135177789
4806,58,80,73,罗茜想,104806,0,76,45,62,97,88,68,13219636276
4807,73,75,78,梁经道,104807,0,66,83,63,77,92,95,13592432927
4808,66,85,80,魏利道,104808,1,59,52,64,86,60,83,13342351475
4809,82,91,71,邵艺美,104809,1,62,83,65,67,85,91,13689322348
4810,66,95,91,朱中政,104810,0,78,81,1,84,84,89,13212996400
4811,58,78,83,邢道依,104811,1,83,79,2,83,93,70,13398046451
4812,76,95,87,董并黻,104812,1,95,77,3,99,62,75,13279787271
4813,69,90,91,洪涵工,104813,1,77,77,4,67,86,81,13822653341
4814,71,93,93,王成重,104814,1,83,96,5,84,85,79,13961098356
4815,71,91,73,高琳晴,104815,0,84,79,6,94,60,90,13181517222
4816,73,95,86,宋小军,104816,1,56,84,7,93,89,90,13997061097
4817,97,86,78,谭方沫,104817,1,91,98,8,66,85,90,13655097701
4818,74,78,85,袁月地,104818,1,54,52,9,98,72,74,13988218918
4819,59,90,93,唐全进,104819,0,45,64,10,87,88,72,14057456244
4820,92,77,81,秦大运,104820,0,52,70,11,66,61,84,13674985058
4821,96,94,80,秦部根,104821,1,67,88,12,65,92,78,13323055957
4822,85,85,81,叶间花,104822,1,51,92,13,86,88,85,13851652910
4823,99,86,97,秦民合,104823,1,50,88,14,65,78,80,13541369543
4824,89,88,88,金及分,104824,0,56,48,15,81,59,92,14088721881
4825,64,79,90,龙长能,104825,1,58,62,16,93,59,85,13661102401
4826,85,88,86,何起来,104826,0,51,96,17,65,64,66,13291876597
4827,76,86,81,易琳瑶,104827,1,54,83,18,70,97,93,13515548987
4828,78,95,87,汪用形,104828,0,81,100,19,96,95,83,13542824726
4829,62,84,89,孔部不,104829,1,91,83,20,81,95,77,13499834109
4830,58,78,91,钟治想,104830,0,72,96,21,93,66,90,13092532015
4831,71,91,75,谭正相,104831,1,92,95,22,85,71,94,13918519267
4832,61,86,76,向月个,104832,0,73,67,23,83,65,66,13357776566
4833,86,81,99,万明军,104833,1,71,75,24,100,95,73,13539197819
4834,66,94,86,孙黻依,104834,0,95,74,25,67,88,79,13888595413
4835,69,87,81,方然有,104835,1,50,70,26,73,72,79,13079719607
4836,72,92,92,尹表表,104836,0,51,51,27,90,97,66,14097693792
4837,88,92,83,安年所,104837,0,76,47,28,89,85,81,13117505316
4838,55,93,70,袁定中,104838,1,75,71,29,72,95,70,13553343798
4839,85,84,73,张相来,104839,0,62,70,30,83,85,74,13511856706
4840,86,90,85,郭及上,104840,0,76,74,31,65,65,87,13822868325
4841,55,88,89,黄并晗,104841,1,83,84,32,97,60,84,13356426646
4842,92,75,83,潘道蕊,104842,1,92,87,33,76,87,82,14054826647
4843,58,84,89,熊能晴,104843,0,73,50,34,85,83,69,14069355099
4844,65,78,81,曹比运,104844,1,89,62,35,82,83,86,13144681411
4845,91,95,81,段平进,104845,1,71,49,36,78,73,72,13360472932
4846,84,80,99,蒋能明,104846,0,99,66,37,90,81,84,13716592339
4847,98,82,93,蒋比晴,104847,1,67,46,38,80,60,92,13774393405
4848,99,77,85,秦形大,104848,1,57,64,39,84,74,74,13468683187
4849,68,75,88,许理了,104849,1,72,46,40,100,63,86,14015193852
4850,97,95,80,姜灵所,104850,0,71,45,41,75,74,92,14078936550
4851,85,94,71,常进个,104851,1,80,76,42,100,68,94,13518068845
4852,100,85,89,程艺成,104852,0,59,50,43,100,81,93,13788345195
4853,55,75,100,金可依,104853,0,82,87,44,96,82,84,13039257757
4854,97,86,96,韩不政,104854,1,65,51,45,77,92,68,13597673808
4855,84,87,100,汤运因,104855,1,84,47,46,93,92,75,13385706164
4856,68,77,72,谢梅合,104856,1,82,73,47,78,59,70,13493184972
